x,y
2634.9874881124097,11.112014177615354
2564.3279454421754,160.63473265529692
2493.576972400208,306.1537961774447
2422.8555489060764,435.03620923874837
2352.117620216425,564.0289342010852
2281.435472365188,684.0613423949873
2210.6927116901998,791.8908696140111
2140.0532097459477,892.7442609710349
